user_id,nickname,email,masked_mobile,register_channel_id,registered_at,account_status,register_platform
U000895,星友00895,mock_00895@example.invalid,185****0895,CH06,2025-07-04 00:02:29,active,app
U000896,星友00896,mock_00896@example.invalid,186****0896,CH02,2025-02-18 08:10:05,active,app
U000897,星友00897,mock_00897@example.invalid,187****0897,CH05,2025-05-05 22:10:14,active,app
U000898,星友00898,mock_00898@example.invalid,188****0898,CH04,2026-02-06 19:53:34,inactive,app
U000899,星友00899,mock_00899@example.invalid,189****0899,CH08,2026-01-28 10:24:02,active,mini_program
U000900,星友00900,mock_00900@example.invalid,130****0900,CH02,2025-03-18 15:44:36,inactive,mini_program
U000901,星友00901,mock_00901@example.invalid,131****0901,CH01,2026-01-13 17:27:41,active,web
U000902,星友00902,mock_00902@example.invalid,132****0902,CH01,2026-07-27 17:07:05,active,mini_program
U000903,星友00903,mock_00903@example.invalid,133****0903,CH01,2025-10-12 19:55:16,inactive,web
U000904,星友00904,mock_00904@example.invalid,134****0904,CH05,2026-03-09 23:01:09,active,web
U000905,星友00905,mock_00905@example.invalid,135****0905,CH08,2025-12-14 06:03:35,active,app
U000906,星友00906,mock_00906@example.invalid,136****0906,CH03,2025-09-12 22:42:50,active,web
U000907,星友00907,mock_00907@example.invalid,137****0907,CH03,2026-03-03 06:58:32,active,web
U000908,星友00908,mock_00908@example.invalid,138****0908,CH01,2026-03-02 23:42:44,active,app
U000909,星友00909,mock_00909@example.invalid,139****0909,CH11,2025-06-16 22:49:37,active,web
U000910,星友00910,mock_00910@example.invalid,140****0910,CH06,2025-05-06 02:43:41,active,app
U000911,星友00911,mock_00911@example.invalid,141****0911,CH08,2025-10-04 11:35:05,active,app
U000912,星友00912,mock_00912@example.invalid,142****0912,CH10,2025-10-16 14:35:24,active,app
U000913,星友00913,mock_00913@example.invalid,143****0913,CH01,2025-01-29 14:35:21,active,mini_program
U000914,星友00914,mock_00914@example.invalid,144****0914,CH10,2025-10-08 04:28:21,active,mini_program
U000915,星友00915,mock_00915@example.invalid,145****0915,CH02,2026-04-09 13:21:21,active,mini_program
U000916,星友00916,mock_00916@example.invalid,146****0916,CH01,2025-08-26 00:05:41,active,app
U000917,星友00917,mock_00917@example.invalid,147****0917,CH07,2026-07-31 02:55:26,active,app
U000918,星友00918,mock_00918@example.invalid,148****0918,CH08,2026-06-03 18:22:58,active,app
U000919,星友00919,mock_00919@example.invalid,149****0919,CH01,2026-08-13 19:09:07,active,app
U000920,星友00920,mock_00920@example.invalid,150****0920,CH03,2025-04-22 13:46:34,active,app
U000921,星友00921,mock_00921@example.invalid,151****0921,CH03,2025-05-03 10:22:40,active,app
U000922,星友00922,mock_00922@example.invalid,152****0922,CH01,2025-04-02 14:34:46,active,app
U000923,星友00923,mock_00923@example.invalid,153****0923,CH01,2025-07-04 16:17:14,active,web
U000924,星友00924,mock_00924@example.invalid,154****0924,CH03,2026-03-18 02:30:48,inactive,app
U000925,星友00925,mock_00925@example.invalid,155****0925,CH02,2025-03-04 22:13:28,active,mini_program
U000926,星友00926,mock_00926@example.invalid,156****0926,CH05,2026-04-26 01:14:41,active,app
U000927,星友00927,mock_00927@example.invalid,157****0927,CH04,2025-03-08 08:53:07,active,app
U000928,星友00928,mock_00928@example.invalid,158****0928,CH01,2025-04-12 17:25:59,active,app
U000929,星友00929,mock_00929@example.invalid,159****0929,CH09,2025-12-05 16:36:53,active,web
U000930,星友00930,mock_00930@example.invalid,160****0930,CH08,2025-11-25 19:21:22,active,mini_program
U000931,星友00931,mock_00931@example.invalid,161****0931,CH08,2026-03-06 16:12:56,active,web
U000932,星友00932,mock_00932@example.invalid,162****0932,CH07,2026-03-02 13:21:42,active,app
U000933,星友00933,mock_00933@example.invalid,163****0933,CH08,2025-07-18 19:31:05,active,app
U000934,星友00934,mock_00934@example.invalid,164****0934,CH03,2025-01-06 07:08:06,active,web
U000935,星友00935,mock_00935@example.invalid,165****0935,CH03,2025-01-23 03:52:11,active,mini_program
U000936,星友00936,mock_00936@example.invalid,166****0936,CH09,2025-05-06 14:29:04,active,app
U000937,星友00937,mock_00937@example.invalid,167****0937,CH02,2026-03-07 08:14:36,active,web
U000938,星友00938,mock_00938@example.invalid,168****0938,CH02,2025-09-10 15:04:02,active,web
U000939,星友00939,mock_00939@example.invalid,169****0939,CH04,2026-01-24 16:46:28,active,app
U000940,星友00940,mock_00940@example.invalid,170****0940,CH02,2026-08-16 05:55:35,active,app
U000941,星友00941,mock_00941@example.invalid,171****0941,CH04,2026-06-27 19:21:23,active,app
U000942,星友00942,mock_00942@example.invalid,172****0942,CH10,2026-06-16 21:39:56,active,app
U000943,星友00943,mock_00943@example.invalid,173****0943,CH06,2026-08-01 18:53:46,active,app
U000944,星友00944,mock_00944@example.invalid,174****0944,CH02,2025-03-19 17:09:17,active,web
U000945,星友00945,mock_00945@example.invalid,175****0945,CH10,2025-09-27 07:21:00,active,app
U000946,星友00946,mock_00946@example.invalid,176****0946,CH04,2025-10-02 16:40:44,active,app
U000947,星友00947,mock_00947@example.invalid,177****0947,CH02,2025-05-22 03:18:53,blocked,app
U000948,星友00948,mock_00948@example.invalid,178****0948,CH08,2025-09-02 00:07:33,active,web
U000949,星友00949,mock_00949@example.invalid,179****0949,CH03,2025-10-05 03:45:49,active,app
U000950,星友00950,mock_00950@example.invalid,180****0950,CH03,2026-04-12 03:15:43,active,app
U000951,星友00951,mock_00951@example.invalid,181****0951,CH10,2025-04-18 12:35:24,active,app
U000952,星友00952,mock_00952@example.invalid,182****0952,CH06,2026-07-31 12:38:36,active,mini_program
U000953,星友00953,mock_00953@example.invalid,183****0953,CH04,2025-01-25 06:02:41,active,app
U000954,星友00954,mock_00954@example.invalid,184****0954,CH01,2025-12-25 12:26:11,inactive,mini_program
U000955,星友00955,mock_00955@example.invalid,185****0955,CH02,2026-04-20 18:48:14,active,web
U000956,星友00956,mock_00956@example.invalid,186****0956,CH04,2025-01-01 12:48:23,active,app
U000957,星友00957,mock_00957@example.invalid,187****0957,CH06,2025-03-18 09:49:31,blocked,web
U000958,星友00958,mock_00958@example.invalid,188****0958,CH05,2025-06-05 03:24:48,inactive,app
U000959,星友00959,mock_00959@example.invalid,189****0959,CH01,2025-01-27 13:32:32,active,app
U000960,星友00960,mock_00960@example.invalid,130****0960,CH01,2025-09-10 16:33:58,active,web
U000961,星友00961,mock_00961@example.invalid,131****0961,CH03,2025-07-26 13:54:25,active,app
U000962,星友00962,mock_00962@example.invalid,132****0962,CH08,2025-08-06 15:20:56,active,app
U000963,星友00963,mock_00963@example.invalid,133****0963,CH09,2025-04-11 17:49:38,active,mini_program
U000964,星友00964,mock_00964@example.invalid,134****0964,CH08,2026-07-18 15:44:41,active,app
U000965,星友00965,mock_00965@example.invalid,135****0965,CH02,2026-03-18 01:45:47,active,app
U000966,星友00966,mock_00966@example.invalid,136****0966,CH07,2026-02-12 17:22:57,active,web
U000967,星友00967,mock_00967@example.invalid,137****0967,CH10,2026-06-15 15:44:13,active,mini_program
U000968,星友00968,mock_00968@example.invalid,138****0968,CH08,2025-11-04 02:34:34,active,app
U000969,星友00969,mock_00969@example.invalid,139****0969,CH01,2025-04-17 23:30:37,active,app
U000970,星友00970,mock_00970@example.invalid,140****0970,CH02,2026-02-14 18:04:31,active,app
U000971,星友00971,mock_00971@example.invalid,141****0971,CH03,2026-07-28 14:38:56,active,app
U000972,星友00972,mock_00972@example.invalid,142****0972,CH04,2026-06-14 08:33:00,active,mini_program
U000973,星友00973,mock_00973@example.invalid,143****0973,CH07,2026-05-09 18:33:17,active,web
U000974,星友00974,mock_00974@example.invalid,144****0974,CH01,2025-11-16 04:03:50,active,mini_program
U000975,星友00975,mock_00975@example.invalid,145****0975,CH07,2025-01-11 15:06:12,inactive,web
U000976,星友00976,mock_00976@example.invalid,146****0976,CH04,2026-01-09 23:44:54,active,app
U000977,星友00977,mock_00977@example.invalid,147****0977,CH03,2025-03-03 17:48:50,inactive,mini_program
U000978,星友00978,mock_00978@example.invalid,148****0978,CH01,2025-04-09 07:43:42,active,mini_program
U000979,星友00979,mock_00979@example.invalid,149****0979,CH03,2025-10-23 05:51:53,active,app
U000980,星友00980,mock_00980@example.invalid,150****0980,CH05,2025-02-12 01:13:41,active,app
U000981,星友00981,mock_00981@example.invalid,151****0981,CH02,2026-01-02 16:56:10,active,mini_program
U000982,星友00982,mock_00982@example.invalid,152****0982,CH07,2025-09-08 12:23:31,active,app
U000983,星友00983,mock_00983@example.invalid,153****0983,CH04,2026-05-18 18:06:18,active,app
U000984,星友00984,mock_00984@example.invalid,154****0984,CH04,2026-04-07 00:34:31,active,app
U000985,星友00985,mock_00985@example.invalid,155****0985,CH03,2025-01-26 08:05:53,active,app
U000986,星友00986,mock_00986@example.invalid,156****0986,CH01,2026-07-21 01:26:01,inactive,app
U000987,星友00987,mock_00987@example.invalid,157****0987,CH03,2025-11-11 13:38:56,active,app
U000988,星友00988,mock_00988@example.invalid,158****0988,CH08,2026-07-27 00:05:02,active,mini_program
U000989,星友00989,mock_00989@example.invalid,159****0989,CH04,2025-06-26 14:39:25,active,app
U000990,星友00990,mock_00990@example.invalid,160****0990,CH10,2025-12-03 16:28:21,active,web
U000991,星友00991,mock_00991@example.invalid,161****0991,CH09,2025-03-10 04:22:23,active,app
U000992,星友00992,mock_00992@example.invalid,162****0992,CH07,2025-09-17 22:58:15,active,mini_program
U000993,星友00993,mock_00993@example.invalid,163****0993,CH04,2025-09-06 23:38:31,active,app
U000994,星友00994,mock_00994@example.invalid,164****0994,CH07,2025-05-28 11:47:14,active,mini_program
U000995,星友00995,mock_00995@example.invalid,165****0995,CH03,2026-06-29 08:09:51,active,mini_program
U000996,星友00996,mock_00996@example.invalid,166****0996,CH04,2025-09-02 09:34:43,active,app
U000997,星友00997,mock_00997@example.invalid,167****0997,CH04,2025-09-28 01:03:02,active,mini_program
U000998,星友00998,mock_00998@example.invalid,168****0998,CH12,2025-07-06 10:31:12,active,app
U000999,星友00999,mock_00999@example.invalid,169****0999,CH09,2025-04-06 06:52:15,active,web
U001000,星友01000,mock_01000@example.invalid,170****1000,CH02,2025-07-17 05:36:30,active,app
U001001,星友01001,mock_01001@example.invalid,171****1001,CH04,2025-08-04 07:55:52,active,app
U001002,星友01002,mock_01002@example.invalid,172****1002,CH02,2026-04-07 01:37:06,active,app
U001003,星友01003,mock_01003@example.invalid,173****1003,CH01,2025-10-24 21:57:58,active,app
U001004,星友01004,mock_01004@example.invalid,174****1004,CH09,2025-05-17 17:42:06,active,mini_program
U001005,星友01005,mock_01005@example.invalid,175****1005,CH01,2025-09-24 15:38:45,active,app
U001006,星友01006,mock_01006@example.invalid,176****1006,CH04,2025-12-23 16:47:25,active,web
U001007,星友01007,mock_01007@example.invalid,177****1007,CH04,2025-09-03 09:37:37,active,app
U001008,星友01008,mock_01008@example.invalid,178****1008,CH06,2025-04-19 09:06:12,active,app
U001009,星友01009,mock_01009@example.invalid,179****1009,CH02,2026-03-19 19:02:52,active,app
U001010,星友01010,mock_01010@example.invalid,180****1010,CH02,2025-03-20 00:33:37,active,app
U001011,星友01011,mock_01011@example.invalid,181****1011,CH01,2025-01-11 01:27:20,active,web
U001012,星友01012,mock_01012@example.invalid,182****1012,CH02,2025-10-07 20:59:40,active,web
U001013,星友01013,mock_01013@example.invalid,183****1013,CH03,2026-02-21 15:02:31,active,web
U001014,星友01014,mock_01014@example.invalid,184****1014,CH05,2025-11-08 14:37:14,active,app
U001015,星友01015,mock_01015@example.invalid,185****1015,CH01,2025-08-09 09:15:09,active,app
U001016,星友01016,mock_01016@example.invalid,186****1016,CH09,2025-01-20 17:22:15,active,app
U001017,星友01017,mock_01017@example.invalid,187****1017,CH07,2025-05-04 04:07:20,active,mini_program
U001018,星友01018,mock_01018@example.invalid,188****1018,CH04,2026-07-21 09:58:20,active,web
U001019,星友01019,mock_01019@example.invalid,189****1019,CH05,2025-04-07 20:18:00,active,app
U001020,星友01020,mock_01020@example.invalid,130****1020,CH01,2026-05-22 13:21:48,active,app
U001021,星友01021,mock_01021@example.invalid,131****1021,CH10,2025-08-02 22:05:09,blocked,app
U001022,星友01022,mock_01022@example.invalid,132****1022,CH06,2025-11-22 11:13:56,active,app
U001023,星友01023,mock_01023@example.invalid,133****1023,CH01,2025-05-14 03:49:29,active,app
U001024,星友01024,mock_01024@example.invalid,134****1024,CH09,2026-07-28 10:16:47,active,app
U001025,星友01025,mock_01025@example.invalid,135****1025,CH05,2025-05-30 18:36:05,active,app
U001026,星友01026,mock_01026@example.invalid,136****1026,CH02,2025-09-16 10:12:12,active,web
U001027,星友01027,mock_01027@example.invalid,137****1027,CH09,2025-02-27 17:57:08,active,app
U001028,星友01028,mock_01028@example.invalid,138****1028,CH01,2025-08-28 05:14:48,active,mini_program
U001029,星友01029,mock_01029@example.invalid,139****1029,CH01,2026-06-01 07:53:44,active,web
U001030,星友01030,mock_01030@example.invalid,140****1030,CH07,2025-05-23 09:15:06,active,app
U001031,星友01031,mock_01031@example.invalid,141****1031,CH06,2025-07-28 08:53:34,active,app
U001032,星友01032,mock_01032@example.invalid,142****1032,CH06,2025-01-12 21:00:07,active,app
U001033,星友01033,mock_01033@example.invalid,143****1033,CH04,2026-08-07 15:02:12,active,app
U001034,星友01034,mock_01034@example.invalid,144****1034,CH09,2025-09-13 06:26:31,active,web
U001035,星友01035,mock_01035@example.invalid,145****1035,CH03,2025-02-18 04:01:55,active,app
U001036,星友01036,mock_01036@example.invalid,146****1036,CH05,2025-09-30 22:29:27,active,app
U001037,星友01037,mock_01037@example.invalid,147****1037,CH01,2025-09-30 22:11:51,active,app
U001038,星友01038,mock_01038@example.invalid,148****1038,CH01,2026-05-09 02:58:19,active,app
U001039,星友01039,mock_01039@example.invalid,149****1039,CH09,2025-05-03 05:36:12,active,app
U001040,星友01040,mock_01040@example.invalid,150****1040,CH04,2025-07-20 03:32:52,active,web
U001041,星友01041,mock_01041@example.invalid,151****1041,CH04,2025-09-09 10:28:37,inactive,app
U001042,星友01042,mock_01042@example.invalid,152****1042,CH05,2026-04-28 08:35:14,active,mini_program
U001043,星友01043,mock_01043@example.invalid,153****1043,CH03,2025-01-27 14:25:33,active,mini_program
U001044,星友01044,mock_01044@example.invalid,154****1044,CH01,2026-01-24 08:31:19,active,app
U001045,星友01045,mock_01045@example.invalid,155****1045,CH07,2026-04-14 15:59:09,active,app
U001046,星友01046,mock_01046@example.invalid,156****1046,CH05,2025-01-31 07:52:58,active,app
U001047,星友01047,mock_01047@example.invalid,157****1047,CH03,2025-03-27 20:53:25,active,mini_program
U001048,星友01048,mock_01048@example.invalid,158****1048,CH01,2025-04-04 21:39:02,active,app
U001049,星友01049,mock_01049@example.invalid,159****1049,CH02,2025-12-17 08:36:17,active,app
U001050,星友01050,mock_01050@example.invalid,160****1050,CH05,2026-08-02 06:24:59,active,mini_program
U001051,星友01051,mock_01051@example.invalid,161****1051,CH05,2025-06-25 04:10:11,active,app
U001052,星友01052,mock_01052@example.invalid,162****1052,CH08,2025-02-22 18:21:06,active,mini_program
U001053,星友01053,mock_01053@example.invalid,163****1053,CH07,2025-08-11 03:25:32,active,app
U001054,星友01054,mock_01054@example.invalid,164****1054,CH07,2026-01-24 01:12:08,active,app
U001055,星友01055,mock_01055@example.invalid,165****1055,CH04,2026-08-22 20:42:19,active,app
U001056,星友01056,mock_01056@example.invalid,166****1056,CH02,2025-08-12 03:24:02,active,mini_program
U001057,星友01057,mock_01057@example.invalid,167****1057,CH03,2025-03-29 07:54:54,active,web
U001058,星友01058,mock_01058@example.invalid,168****1058,CH04,2026-02-22 23:51:21,active,app
U001059,星友01059,mock_01059@example.invalid,169****1059,CH09,2025-07-11 06:51:50,active,app
U001060,星友01060,mock_01060@example.invalid,170****1060,CH07,2026-01-10 22:15:26,active,app
U001061,星友01061,mock_01061@example.invalid,171****1061,CH04,2025-05-08 10:07:33,active,web
U001062,星友01062,mock_01062@example.invalid,172****1062,CH02,2025-02-18 11:37:19,active,app
U001063,星友01063,mock_01063@example.invalid,173****1063,CH07,2026-08-20 01:30:13,active,mini_program
U001064,星友01064,mock_01064@example.invalid,174****1064,CH02,2025-10-17 16:29:14,active,app
U001065,星友01065,mock_01065@example.invalid,175****1065,CH02,2025-10-01 12:59:00,active,mini_program
U001066,星友01066,mock_01066@example.invalid,176****1066,CH02,2026-07-01 18:30:19,active,app
U001067,星友01067,mock_01067@example.invalid,177****1067,CH10,2025-09-22 06:18:37,active,app
U001068,星友01068,mock_01068@example.invalid,178****1068,CH03,2025-04-05 02:38:40,active,app
U001069,星友01069,mock_01069@example.invalid,179****1069,CH01,2025-03-06 13:34:09,active,app
U001070,星友01070,mock_01070@example.invalid,180****1070,CH09,2025-01-20 22:58:11,active,app
U001071,星友01071,mock_01071@example.invalid,181****1071,CH08,2026-02-28 20:28:39,active,mini_program
U001072,星友01072,mock_01072@example.invalid,182****1072,CH08,2025-07-02 23:43:25,active,app
U001073,星友01073,mock_01073@example.invalid,183****1073,CH01,2026-04-30 15:25:48,active,app
U001074,星友01074,mock_01074@example.invalid,184****1074,CH06,2026-04-25 09:56:17,active,web
U001075,星友01075,mock_01075@example.invalid,185****1075,CH05,2025-06-22 05:01:03,active,app
U001076,星友01076,mock_01076@example.invalid,186****1076,CH07,2025-08-08 04:42:33,active,mini_program
U001077,星友01077,mock_01077@example.invalid,187****1077,CH07,2026-03-23 22:03:50,active,app
U001078,星友01078,mock_01078@example.invalid,188****1078,CH01,2025-11-26 00:23:33,active,app
U001079,星友01079,mock_01079@example.invalid,189****1079,CH02,2025-11-27 15:37:39,active,app
U001080,星友01080,mock_01080@example.invalid,130****1080,CH05,2025-12-12 06:05:24,active,app
U001081,星友01081,mock_01081@example.invalid,131****1081,CH04,2026-02-13 03:06:15,active,app
U001082,星友01082,mock_01082@example.invalid,132****1082,CH04,2026-07-07 15:35:25,active,app
U001083,星友01083,mock_01083@example.invalid,133****1083,CH07,2026-08-06 11:34:18,blocked,app
U001084,星友01084,mock_01084@example.invalid,134****1084,CH07,2025-11-16 05:12:18,inactive,web
U001085,星友01085,mock_01085@example.invalid,135****1085,CH02,2025-04-07 21:36:34,active,app
U001086,星友01086,mock_01086@example.invalid,136****1086,CH06,2026-08-06 13:49:59,active,app
U001087,星友01087,mock_01087@example.invalid,137****1087,CH02,2025-09-01 18:55:07,active,web
U001088,星友01088,mock_01088@example.invalid,138****1088,CH10,2025-05-22 16:25:27,active,app
U001089,星友01089,mock_01089@example.invalid,139****1089,CH04,2025-12-28 11:07:46,active,mini_program
U001090,星友01090,mock_01090@example.invalid,140****1090,CH01,2025-05-13 17:48:10,active,app
U001091,星友01091,mock_01091@example.invalid,141****1091,CH05,2025-04-23 13:02:10,active,app
U001092,星友01092,mock_01092@example.invalid,142****1092,CH01,2025-08-04 17:44:21,active,app
U001093,星友01093,mock_01093@example.invalid,143****1093,CH03,2026-05-29 08:54:55,active,app
U001094,星友01094,mock_01094@example.invalid,144****1094,CH01,2025-02-21 13:45:26,active,mini_program
U001095,星友01095,mock_01095@example.invalid,145****1095,CH01,2025-12-01 08:24:14,active,app
U001096,星友01096,mock_01096@example.invalid,146****1096,CH01,2025-10-23 23:54:46,active,app
U001097,星友01097,mock_01097@example.invalid,147****1097,CH02,2026-01-09 01:11:36,active,web
U001098,星友01098,mock_01098@example.invalid,148****1098,CH08,2026-04-15 15:21:30,active,web
U001099,星友01099,mock_01099@example.invalid,149****1099,CH04,2025-10-13 18:42:54,active,app
U001100,星友01100,mock_01100@example.invalid,150****1100,CH03,2026-02-18 09:07:10,active,app
U001101,星友01101,mock_01101@example.invalid,151****1101,CH07,2025-04-09 08:24:48,active,web
U001102,星友01102,mock_01102@example.invalid,152****1102,CH02,2026-05-09 10:36:50,active,app
U001103,星友01103,mock_01103@example.invalid,153****1103,CH01,2025-10-17 15:05:57,active,app
U001104,星友01104,mock_01104@example.invalid,154****1104,CH12,2026-06-05 15:08:46,active,app
U001105,星友01105,mock_01105@example.invalid,155****1105,CH07,2025-12-25 03:38:13,active,app
U001106,星友01106,mock_01106@example.invalid,156****1106,CH08,2025-09-08 04:07:31,active,app
U001107,星友01107,mock_01107@example.invalid,157****1107,CH02,2025-09-18 09:20:13,active,mini_program
U001108,星友01108,mock_01108@example.invalid,158****1108,CH01,2026-07-31 19:24:26,active,app
U001109,星友01109,mock_01109@example.invalid,159****1109,CH06,2025-11-13 04:45:10,active,mini_program
U001110,星友01110,mock_01110@example.invalid,160****1110,CH06,2025-10-11 11:48:30,active,app
U001111,星友01111,mock_01111@example.invalid,161****1111,CH05,2026-07-15 23:47:12,active,app
U001112,星友01112,mock_01112@example.invalid,162****1112,CH04,2026-08-17 05:27:06,active,app
U001113,星友01113,mock_01113@example.invalid,163****1113,CH07,2025-10-28 06:40:15,active,app
U001114,星友01114,mock_01114@example.invalid,164****1114,CH07,2026-05-12 10:38:45,active,app
U001115,星友01115,mock_01115@example.invalid,165****1115,CH09,2025-08-04 00:09:11,active,app
U001116,星友01116,mock_01116@example.invalid,166****1116,CH06,2025-06-18 14:26:43,active,web
U001117,星友01117,mock_01117@example.invalid,167****1117,CH01,2025-09-30 01:14:56,active,app
U001118,星友01118,mock_01118@example.invalid,168****1118,CH01,2025-04-12 22:20:22,active,web
U001119,星友01119,mock_01119@example.invalid,169****1119,CH08,2026-02-19 23:21:59,active,app
U001120,星友01120,mock_01120@example.invalid,170****1120,CH02,2025-04-20 07:48:51,active,app
U001121,星友01121,mock_01121@example.invalid,171****1121,CH04,2025-09-14 23:15:22,active,app
U001122,星友01122,mock_01122@example.invalid,172****1122,CH07,2025-02-11 02:33:25,active,app
U001123,星友01123,mock_01123@example.invalid,173****1123,CH06,2025-09-10 14:07:20,active,app
U001124,星友01124,mock_01124@example.invalid,174****1124,CH05,2026-05-14 18:41:31,active,app
U001125,星友01125,mock_01125@example.invalid,175****1125,CH02,2025-04-18 02:18:15,active,app
U001126,星友01126,mock_01126@example.invalid,176****1126,CH06,2026-01-29 15:53:15,active,mini_program
U001127,星友01127,mock_01127@example.invalid,177****1127,CH09,2025-05-12 22:00:09,active,app
U001128,星友01128,mock_01128@example.invalid,178****1128,CH01,2025-12-28 06:34:31,active,mini_program
U001129,星友01129,mock_01129@example.invalid,179****1129,CH02,2025-10-16 04:12:33,active,app
U001130,星友01130,mock_01130@example.invalid,180****1130,CH04,2026-02-05 23:23:27,active,web
U001131,星友01131,mock_01131@example.invalid,181****1131,CH05,2025-08-13 17:45:04,active,mini_program
U001132,星友01132,mock_01132@example.invalid,182****1132,CH05,2025-01-22 17:20:07,active,app
U001133,星友01133,mock_01133@example.invalid,183****1133,CH04,2025-04-25 19:57:52,active,app
U001134,星友01134,mock_01134@example.invalid,184****1134,CH03,2025-06-17 18:10:51,active,app
U001135,星友01135,mock_01135@example.invalid,185****1135,CH10,2026-03-15 04:01:12,active,mini_program
U001136,星友01136,mock_01136@example.invalid,186****1136,CH01,2026-04-29 20:59:42,active,web
U001137,星友01137,mock_01137@example.invalid,187****1137,CH10,2025-08-08 21:16:56,active,mini_program
U001138,星友01138,mock_01138@example.invalid,188****1138,CH02,2026-08-12 10:50:49,active,web
U001139,星友01139,mock_01139@example.invalid,189****1139,CH04,2025-06-02 06:56:05,active,app
U001140,星友01140,mock_01140@example.invalid,130****1140,CH02,2026-06-27 11:14:33,active,app
U001141,星友01141,mock_01141@example.invalid,131****1141,CH02,2025-02-17 10:01:57,inactive,app
U001142,星友01142,mock_01142@example.invalid,132****1142,CH04,2025-03-27 14:44:49,active,mini_program
U001143,星友01143,mock_01143@example.invalid,133****1143,CH07,2025-04-04 12:50:04,active,web
U001144,星友01144,mock_01144@example.invalid,134****1144,CH04,2025-06-13 16:31:18,active,app
U001145,星友01145,mock_01145@example.invalid,135****1145,CH08,2026-06-20 17:09:15,active,app
U001146,星友01146,mock_01146@example.invalid,136****1146,CH01,2025-03-02 09:32:19,blocked,mini_program
U001147,星友01147,mock_01147@example.invalid,137****1147,CH03,2025-07-05 21:57:18,active,app
U001148,星友01148,mock_01148@example.invalid,138****1148,CH07,2026-01-25 05:22:56,active,app
U001149,星友01149,mock_01149@example.invalid,139****1149,CH01,2025-11-30 16:13:59,active,mini_program
U001150,星友01150,mock_01150@example.invalid,140****1150,CH01,2026-07-01 16:51:38,active,mini_program
U001151,星友01151,mock_01151@example.invalid,141****1151,CH03,2026-08-09 04:17:35,active,app
U001152,星友01152,mock_01152@example.invalid,142****1152,CH08,2025-08-27 17:54:20,active,app
U001153,星友01153,mock_01153@example.invalid,143****1153,CH02,2025-12-26 14:17:13,active,app
U001154,星友01154,mock_01154@example.invalid,144****1154,CH04,2026-01-30 19:02:29,active,app
U001155,星友01155,mock_01155@example.invalid,145****1155,CH05,2026-03-30 20:56:24,active,app
U001156,星友01156,mock_01156@example.invalid,146****1156,CH01,2026-07-26 06:58:07,active,app
U001157,星友01157,mock_01157@example.invalid,147****1157,CH04,2026-04-18 23:22:48,active,mini_program
U001158,星友01158,mock_01158@example.invalid,148****1158,CH01,2025-09-22 11:09:05,active,app
U001159,星友01159,mock_01159@example.invalid,149****1159,CH09,2025-02-21 21:01:48,active,mini_program
U001160,星友01160,mock_01160@example.invalid,150****1160,CH07,2025-07-06 00:27:53,active,web
U001161,星友01161,mock_01161@example.invalid,151****1161,CH01,2025-02-19 08:48:19,active,app
U001162,星友01162,mock_01162@example.invalid,152****1162,CH12,2025-07-23 00:11:30,active,app
U001163,星友01163,mock_01163@example.invalid,153****1163,CH04,2025-03-25 11:55:41,active,app
U001164,星友01164,mock_01164@example.invalid,154****1164,CH09,2026-01-20 02:03:17,active,mini_program
U001165,星友01165,mock_01165@example.invalid,155****1165,CH04,2025-04-07 14:53:49,active,web
U001166,星友01166,mock_01166@example.invalid,156****1166,CH08,2025-09-24 08:01:08,active,app
U001167,星友01167,mock_01167@example.invalid,157****1167,CH02,2025-11-07 03:24:50,active,mini_program
U001168,星友01168,mock_01168@example.invalid,158****1168,CH09,2025-07-30 19:18:40,active,app
U001169,星友01169,mock_01169@example.invalid,159****1169,CH10,2025-09-19 05:55:28,active,web
U001170,星友01170,mock_01170@example.invalid,160****1170,CH02,2025-11-27 10:13:22,active,web
U001171,星友01171,mock_01171@example.invalid,161****1171,CH07,2025-04-24 09:35:50,active,web
U001172,星友01172,mock_01172@example.invalid,162****1172,CH08,2025-04-30 09:23:17,active,mini_program
U001173,星友01173,mock_01173@example.invalid,163****1173,CH06,2026-06-14 17:31:04,active,app
U001174,星友01174,mock_01174@example.invalid,164****1174,CH03,2025-09-16 01:18:50,inactive,app
U001175,星友01175,mock_01175@example.invalid,165****1175,CH01,2025-09-09 01:45:58,active,app
U001176,星友01176,mock_01176@example.invalid,166****1176,CH08,2025-07-28 22:30:52,active,app
U001177,星友01177,mock_01177@example.invalid,167****1177,CH07,2025-06-07 05:50:25,active,app
U001178,星友01178,mock_01178@example.invalid,168****1178,CH03,2025-06-08 11:55:32,active,mini_program
U001179,星友01179,mock_01179@example.invalid,169****1179,CH09,2025-06-08 22:38:30,active,web
U001180,星友01180,mock_01180@example.invalid,170****1180,CH02,2026-02-02 18:32:57,active,web
U001181,星友01181,mock_01181@example.invalid,171****1181,CH02,2025-11-25 12:14:57,active,app
U001182,星友01182,mock_01182@example.invalid,172****1182,CH01,2025-11-11 21:27:17,active,app
U001183,星友01183,mock_01183@example.invalid,173****1183,CH09,2025-07-28 01:47:31,active,app
U001184,星友01184,mock_01184@example.invalid,174****1184,CH01,2025-08-14 03:16:21,active,mini_program
U001185,星友01185,mock_01185@example.invalid,175****1185,CH06,2026-03-23 02:59:32,active,app
U001186,星友01186,mock_01186@example.invalid,176****1186,CH10,2026-01-22 04:40:44,active,app
